,sector,ticker,name
2935,Industrials,RXN,REXNORD CORP
2936,Healthcare,RDUS,RADIUS HEALTH INC
2937,Basic Materials,NEXA,NEXA RES S A
2938,Healthcare,SXTC,CHINA SXT PHARMACEUTICALS IN
2939,Consumer Defensive,FAMI,FARMMI INC
2940,Consumer Cyclical,JRSH,JERASH HLDGS US INC
2941,Energy,CDEV,CENTENNIAL RESOURCE DEV INC
2942,Healthcare,FLGT,FULGENT      GENETICS   INC
2943,Energy,TUSK,MAMMOTH ENERGY SVCS INC
2944,Healthcare,CRVS,CORVUS PHARMACEUTICALS INC
2945,Energy,PVAC,PENN VA CORP
2946,Industrials,NVT,NVENT ELECTRIC PLC
2947,Technology,BKI,BLACK KNIGHT INC
2948,Industrials,REZI,RESIDEO   TECHNOLOGIES       INC
2949,Energy,FLMN,FALCON MINERALS CORP
2950,Healthcare,CELC,CELCUITY INC
2951,Financial Services,MBIN,MERCHANTS BANCORP IND
2952,Technology,REKR,REKOR SYSTEMS INC
2953,Healthcare,PRAH,PRA HEALTH SCIENCES INC
2954,Basic Materials,RYAM,RAYONIER ADVANCED MATLS INC
2955,Technology,PCTY,PAYLOCITY HLDG CORP
2956,Financial Services,PJT,PJT PARTNERS INC
2957,Industrials,NLSN,NIELSEN    HLDGS   PLC
2958,Basic Materials,SUM,SUMMIT MATLS INC
2959,Basic Materials,OEC,ORION ENGINEERED CARBONS S A
2960,Healthcare,BSGM,BIOSIG TECHNOLOGIES INC
2961,Healthcare,AGRX,AGILE THERAPEUTICS INC
2962,Healthcare,BLFS,BIOLIFE   SOLUTIONS      INC
2963,Healthcare,HAPP,HAPPINESS BIOTECH GROUP LTD
2964,Healthcare,ETNB,89BIO   INC
2965,Healthcare,VERO,VENUS CONCEPT INC
2966,Healthcare,ORMP,ORAMED PHARMACEUTICALS INC
2967,Financial Services,MHLD,MAIDEN HOLDINGS LTD
2968,Industrials,ECOL,US ECOLOGY INC
2969,Healthcare,OYST,OYSTER PT PHARMA INC
2970,Healthcare,LMNL,
2971,Healthcare,ZTS,ZOETIS INC
2972,Basic Materials,MMX,MAVERIX METALS INC
2973,Industrials,HY,HYSTER     YALE   MATLS  HANDLING    I
2974,Consumer Defensive,COTY,COTY INC
2975,Healthcare,NTEC,
2976,Healthcare,ICPT,INTERCEPT PHARMACEUTICALS IN
2977,Energy,WPX,
2978,Communication Services,YNDX,YANDEX   N   V
2979,Industrials,XYL,XYLEM INC
2980,Consumer Cyclical,RH,RH
2981,Consumer Cyclical,XELB,XCEL BRANDS INC
2982,Financial Services,SSB,SOUTH ST CORP
2983,Technology,LYTS,LSI INDS INC
2984,Healthcare,ALXN,ALEXION PHARMACEUTICALS INC
2985,Industrials,DOV,DOVER CORP
2986,Financial Services,HBNC,HORIZON BANCORP INC
2987,Basic Materials,FRD,FRIEDMAN INDS INC
2988,Financial Services,CCNE,CNB FINL CORP PA
2989,Basic Materials,HDSN,HUDSON TECHNOLOGIES INC
2990,Energy,VTNR,VERTEX   ENERGY   INC
2991,Financial Services,CSWC,CAPITAL   SOUTHWEST    CORP
2992,Consumer Cyclical,CCL,CARNIVAL CORP
2993,Healthcare,ALNY,ALNYLAM   PHARMACEUTICALS       INC
2994,Consumer Cyclical,LKQ,LKQ CORP
2995,Industrials,MG,MISTRAS GROUP INC
2996,Consumer Defensive,BIG,BIG LOTS INC
2997,Financial Services,ORI,OLD REP INTL CORP
2998,Healthcare,VNDA,VANDA PHARMACEUTICALS INC
2999,Healthcare,BKD,BROOKDALE SR LIVING INC
3000,Industrials,HBP,HUTTIG BLDG PRODS INC
3001,Financial Services,GNTY,GUARANTY BANCSHARES INC TEX
3002,Industrials,MNTX,MANITEX INTL INC
3003,Consumer Cyclical,ESCA,ESCALADE INC
3004,Financial Services,PB,PROSPERITY   BANCSHARES   INC
3005,Financial Services,CIT,CIT GROUP INC
3006,Financial Services,CHMG,CHEMUNG FINL CORP
3007,Technology,WSTG,WAYSIDE TECHNOLOGY GROUP INC
3008,Healthcare,NBY,NOVABAY PHARMACEUTICALS INC
3009,Financial Services,WRB,BERKLEY     W  R    CORP
3010,Healthcare,ICAD,ICAD INC
3011,Utilities,XEL,XCEL ENERGY INC
3012,Consumer Cyclical,MOV,MOVADO GROUP INC
3013,Communication Services,SBGI,SINCLAIR     BROADCAST  GROUP       INC
3014,Financial Services,PNBK,PATRIOT NATL BANCORP INC
3015,Financial Services,HCI,HCI GROUP INC
3016,Energy,PTEN,PATTERSON UTI ENERGY INC
3017,Healthcare,ARNA,ARENA   PHARMACEUTICALS      INC
3018,Healthcare,ICCC,IMMUCELL CORP
3019,Financial Services,NWFL,NORWOOD FINANCIAL CORP
3020,Utilities,ORA,ORMAT TECHNOLOGIES INC
3021,Technology,DAKT,DAKTRONICS INC
3022,Basic Materials,CLF,CLEVELAND-CLIFFS       INC     NEW
3023,Financial Services,CNBKA,CENTURY BANCORP INC MASS
3024,Energy,XEC,CIMAREX ENERGY CO
3025,Financial Services,PRK,PARK NATL CORP
3026,Technology,GILT,GILAT SATELLITE NETWORKS LTD
3027,Financial Services,ASB,ASSOCIATED BANC CORP
3028,Financial Services,SFBC,SOUND FINL BANCORP INC
3029,Industrials,FAST,FASTENAL CO
3030,Technology,ACLS,AXCELIS TECHNOLOGIES INC
3031,Consumer Cyclical,FLXS,FLEXSTEEL INDS INC
3032,Industrials,MAN,MANPOWERGROUP INC
3033,Technology,CHKP,CHECK POINT SOFTWARE TECH LT
3034,Technology,MXL,MAXLINEAR       INC
3035,Communication Services,SJR,SHAW COMMUNICATIONS INC
3036,Healthcare,IOVA,IOVANCE     BIOTHERAPEUTICS    INC
3037,Healthcare,SNGX,SOLIGENIX INC
3038,Technology,BDR,BLONDER TONGUE LABS INC
3039,Industrials,PAYX,PAYCHEX INC
3040,Healthcare,ALT,ALTIMMUNE INC
3041,Technology,PLAB,PHOTRONICS INC
3042,Healthcare,RAD,RITE AID CORP
3043,Industrials,SIF,SIFCO INDS INC
3044,Industrials,TREX,TREX   CO  INC
3045,Financial Services,IBOC,INTERNATIONAL BANCSHARES COR
3046,Financial Services,UBFO,UNITED SEC BANCSHARES CALIF
3047,Consumer Cyclical,SMP,STANDARD MTR PRODS INC
3048,Industrials,CWST,CASELLA WASTE SYS INC
3049,Financial Services,FBIZ,FIRST BUS FINL SVCS INC WIS
3050,Basic Materials,VMC,VULCAN MATLS CO
3051,Healthcare,CSII,CARDIOVASCULAR SYS INC DEL
3052,Healthcare,SRDX,SURMODICS INC
3053,Communication Services,DISCA,DISCOVERY  INC
3054,Basic Materials,ITP,IT TECH PACKAGING INC
3055,Financial Services,DGICA,DONEGAL GROUP INC
3056,Basic Materials,GEVO,GEVO INC
3057,Financial Services,OPHC,OPTIMUMBANK HOLDINGS INC
3058,Basic Materials,OSB,NORBORD INC
3059,Financial Services,PMBC,PACIFIC MERCANTILE BANCORP
3060,Energy,CNQ,CANADIAN NAT RES LTD
3061,Financial Services,BMRC,BANK MARIN BANCORP
3062,Communication Services,TWLO,TWILIO INC
3063,Industrials,TRTN,TRITON   INTL  LTD
3064,Financial Services,CSTR,CAPSTAR FINL HLDGS INC
3065,Financial Services,HTBK,HERITAGE COMM CORP
3066,Healthcare,IQV,IQVIA   HLDGS     INC
3067,Real Estate,RMAX,RE MAX HLDGS INC
3068,Consumer Cyclical,FOXF,FOX FACTORY HLDG CORP
3069,Healthcare,BLUE,BLUEBIRD BIO INC
3070,Financial Services,VIRT,VIRTU FINL INC
3071,Healthcare,XLRN,ACCELERON PHARMA INC
3072,Industrials,HXL,HEXCEL   CORP     NEW
3073,Industrials,DAL,DELTA   AIR     LINES  INC      DEL
3074,Financial Services,MMAC,MMA CAPITAL HOLDINGS INC
3075,Financial Services,SIEB,SIEBERT FINL CORP
3076,Technology,MGIC,MAGIC SOFTWARE ENTERPRISES L
3077,Healthcare,TENX,TENAX THERAPEUTICS INC
3078,Industrials,EBF,ENNIS INC
3079,Financial Services,ACNB,ACNB CORP
3080,Financial Services,FBNC,FIRST BANCORP N C
3081,Industrials,CMI,CUMMINS INC
3082,Communication Services,DIS,DISNEY WALT CO
3083,Healthcare,CLRB,CELLECTAR BIOSCIENCES INC
3084,Consumer Defensive,NUS,NU SKIN ENTERPRISES INC
3085,Consumer Cyclical,THRM,GENTHERM INC
3086,Communication Services,GIGM,GIGAMEDIA LTD
3087,Financial Services,PGR,PROGRESSIVE CORP
3088,Basic Materials,WRN,WESTERN COPPER & GOLD CORP
3089,Financial Services,ALL,ALLSTATE CORP
3090,Financial Services,SRCE,1ST SOURCE CORP
3091,Consumer Cyclical,CVGI,COMMERCIAL VEH GROUP INC
3092,Healthcare,IONS,IONIS PHARMACEUTICALS INC
3093,Technology,GVP,GSE SYS INC
3094,Industrials,ADP,AUTOMATIC DATA PROCESSING IN
3095,Industrials,OMEX,ODYSSEY MARINE EXPLORATION I
3096,Consumer Cyclical,WGO,WINNEBAGO   INDS   INC
3097,Energy,CLB,CORE LABORATORIES N V
3098,Financial Services,RIVE,RIVERVIEW FINL CORP NEW
3099,Financial Services,WAL,WESTERN ALLIANCE BANCORP
3100,Communication Services,GAIA,GAIA INC NEW
3101,Consumer Cyclical,MNRO,MONRO INC
3102,Consumer Defensive,MTEX,MANNATECH INC
3103,Consumer Defensive,NAII,NATURAL ALTERNATIVES INTL IN
3104,Technology,ENTG,ENTEGRIS INC
3105,Technology,SMTX,SMTC CORP
3106,Energy,OII,OCEANEERING INTL INC
3107,Industrials,ACTG,ACACIA RESH CORP
3108,Consumer Cyclical,RGS,REGIS CORP MINN
3109,Energy,PBA,PEMBINA    PIPELINE      CORP
3110,Communication Services,BBGI,BEASLEY BROADCAST GROUP INC
3111,Technology,ZBRA,ZEBRA TECHNOLOGIES CORPORATI
3112,Healthcare,ALBO,ALBIREO  PHARMA      INC
3113,Financial Services,ESGR,ENSTAR GROUP LIMITED
3114,Healthcare,BEAT,BIOTELEMETRY        INC
3115,Communication Services,IDT,IDT CORP
3116,Industrials,NM,NAVIOS MARITIME HLDGS INC
3117,Consumer Cyclical,DKS,DICKS SPORTING GOODS INC
3118,Energy,NOA,NORTH AMERN CONSTR GROUP LTD
3119,Financial Services,GLAD,GLADSTONE CAPITAL CORP
3120,Financial Services,CIA,CITIZENS INC
3121,Technology,SREV,SERVICESOURCE INTL INC
3122,Consumer Cyclical,KTB,KONTOOR  BRANDS      INC
3123,Basic Materials,EXP,EAGLE MATLS INC
3124,Consumer Cyclical,FORD,FORWARD INDS INC N Y
3125,Technology,FISV,FISERV INC
3126,Consumer Cyclical,MELI,MERCADOLIBRE INC
3127,Consumer Cyclical,QRTEB,
3128,Basic Materials,HL,HECLA MNG CO
3129,Financial Services,HBAN,HUNTINGTON      BANCSHARES      INC
3130,Healthcare,ATRC,ATRICURE INC
3131,Basic Materials,KALU,KAISER ALUMINUM CORP
3132,Consumer Cyclical,LAKE,LAKELAND INDS INC
3133,Technology,INTT,INTEST CORP
3134,Healthcare,NVAX,NOVAVAX INC
3135,Healthcare,IDXX,IDEXX LABS INC
3136,Basic Materials,CDE,COEUR   MNG    INC
3137,Basic Materials,NGD,NEW GOLD INC CDA
3138,Financial Services,CMA,COMERICA INC
3139,Communication Services,IMAX,IMAX CORP
3140,Utilities,FTS,FORTIS INC
3141,Financial Services,NBTB,NBT BANCORP INC
3142,Technology,CREX,
3143,Healthcare,CYTK,CYTOKINETICS    INC
3144,Basic Materials,VGZ,VISTA GOLD CORP
3145,Technology,NSIT,INSIGHT ENTERPRISES INC
3146,Healthcare,ILMN,ILLUMINA INC
3147,Technology,MNDO,MIND C T I LTD
3148,Consumer Cyclical,PVH,PVH CORPORATION
3149,Industrials,RADA,RADA ELECTR INDS LTD
3150,Industrials,ENS,ENERSYS
3151,Financial Services,V,VISA INC
3152,Financial Services,SCHW,SCHWAB  CHARLES     CORP
3153,Consumer Cyclical,MED,MEDIFAST INC
3154,Industrials,TWIN,TWIN DISC INC
3155,Technology,LRCX,LAM RESEARCH CORP
3156,Basic Materials,SMG,SCOTTS MIRACLE GRO CO
3157,Financial Services,PEBO,PEOPLES BANCORP INC
3158,Consumer Cyclical,SLGN,SILGAN HOLDINGS INC
3159,Consumer Cyclical,TLYS,TILLYS INC
3160,Technology,ANET,ARISTA NETWORKS INC
3161,Technology,LITE,LUMENTUM HLDGS INC
3162,Consumer Defensive,MNST,MONSTER BEVERAGE CORP NEW
3163,Consumer Cyclical,BNED,BARNES & NOBLE ED INC
3164,Healthcare,SGRY,SURGERY PARTNERS INC
3165,Technology,PRTH,PRIORITY TECHNOLOGY HLDGS IN
3166,Healthcare,HZNP,HORIZON THERAPEUTICS PUB L
3167,Healthcare,ACRX,ACELRX   PHARMACEUTICALS           INC
3168,Financial Services,SNV,SYNOVUS FINL CORP
3169,Technology,LFUS,LITTELFUSE     INC
3170,Technology,SILC,SILICOM LTD
3171,Healthcare,NEO,NEOGENOMICS    INC
3172,Energy,CKH,SEACOR HOLDINGS INC
3173,Financial Services,FNCB,FNCB BANCORP INC
3174,Utilities,UGI,UGI CORP NEW
3175,Technology,INVE,IDENTIV INC
3176,Energy,TTI,TETRA  TECHNOLOGIES    INC    DEL
3177,Healthcare,WST,WEST PHARMACEUTICAL SVSC INC
3178,Utilities,AWK,AMERICAN  WTR   WKS   CO  INC    NEW
3179,Industrials,CMRE,COSTAMARE INC
3180,Industrials,LMB,LIMBACH HLDGS INC
3181,Technology,GPRO,GOPRO INC
3182,Healthcare,ARDX,ARDELYX INC
3183,Healthcare,CWBR,COHBAR INC
3184,Healthcare,EVFM,EVOFEM   BIOSCIENCES      INC
3185,Consumer Defensive,FRPT,FRESHPET INC
3186,Healthcare,CDNA,CAREDX INC
3187,Financial Services,OXBR,OXBRIDGE RE HLDGS LTD
3188,Healthcare,OTIC,OTONOMY INC
3189,Healthcare,SESN,SESEN BIO INC
3190,Healthcare,VRAY,VIEWRAY  INC
3191,Technology,CCRC,CHINA CUST RELATIONS CNTR IN
3192,Financial Services,IBTX,INDEPENDENT     BK  GROUP    INC
3193,Healthcare,ISEE,IVERIC BIO INC
3194,Basic Materials,ESI,ELEMENT SOLUTIONS INC
3195,Technology,WATT,ENERGOUS   CORP
3196,Healthcare,MTNB,MATINAS    BIOPHARMA       HLDGS  INC
3197,Financial Services,VBTX,VERITEX   HLDGS    INC
3198,Healthcare,ATRA,ATARA   BIOTHERAPEUTICS        INC
3199,Healthcare,OGI,ORGANIGRAM     HLDGS     INC
3200,Communication Services,GRUB,GRUBHUB INC
3201,Healthcare,DTIL,PRECISION    BIOSCIENCES         INC
3202,Healthcare,NYMX,NYMOX PHARMACEUTICAL CORP
3203,Consumer Defensive,PSMT,PRICESMART INC
3204,Technology,MSFT,MICROSOFT CORP
3205,Industrials,RBA,RITCHIE BROS AUCTIONEERS
3206,Industrials,PFIN,P & F INDS INC
3207,Healthcare,TARO,TARO PHARMACEUTICAL INDS LTD
3208,Financial Services,RJF,RAYMOND   JAMES      FINL  INC
3209,Industrials,RBC,REGAL BELOIT CORP
3210,Financial Services,ORRF,ORRSTOWN FINL SVCS INC
3211,Technology,LDOS,LEIDOS   HOLDINGS       INC
3212,Industrials,CLWT,EURO TECH HOLDINGS CO LTD
3213,Consumer Cyclical,MAT,MATTEL     INC
3214,Communication Services,MDP,MEREDITH CORP
3215,Consumer Cyclical,MGA,MAGNA INTL INC
3216,Healthcare,MDT,MEDTRONIC PLC
3217,Consumer Cyclical,DS,DRIVE     SHACK   INC
3218,Consumer Defensive,WMT,WALMART INC
3219,Consumer Defensive,UNFI,UNITED NAT FOODS INC
3220,Technology,MVIS,MICROVISION      INC   DEL
3221,Technology,RMBS,RAMBUS INC DEL
3222,Consumer Cyclical,UAA,UNDER ARMOUR INC
3223,Consumer Cyclical,PATK,PATRICK INDS INC
3224,Industrials,UNF,UNIFIRST CORP MASS
3225,Industrials,TTC,TORO CO
3226,Financial Services,MORN,MORNINGSTAR INC
3227,Financial Services,CATY,CATHAY GEN BANCORP
3228,Industrials,STRL,STERLING CONSTRUCTION CO INC
3229,Healthcare,VIVO,MERIDIAN BIOSCIENCE INC
3230,Financial Services,ASPS,ALTISOURCE PORTFOLIO SOLNS S
3231,Financial Services,FNHC,FEDNAT HLDG CO
3232,Healthcare,AXDX,ACCELERATE DIAGNOSTICS INC
3233,Basic Materials,AVTR,AVANTOR INC
3234,Industrials,ESLT,ELBIT SYS LTD
3235,Financial Services,SONA,SOUTHERN NATL BANCORP OF VA
3236,Financial Services,UNB,UNION BANKSHARES INC
3237,Healthcare,OMI,OWENS & MINOR INC NEW
3238,Consumer Cyclical,XPEL,XPEL INC
3239,Financial Services,ATH,ATHENE     HOLDING    LTD
3240,Healthcare,NTUS,NATUS MED INC DEL
3241,Healthcare,LCTX,LINEAGE CELL THERAPEUTICS IN
3242,Industrials,GPN,GLOBAL PMTS INC
3243,Basic Materials,FF,FUTUREFUEL CORP
3244,Industrials,NX,QUANEX BUILDING PRODUCTS COR
3245,Energy,AR,ANTERO   RESOURCES    CORP
3246,Industrials,R,RYDER SYS INC
3247,Consumer Cyclical,M,MACYS INC
3248,Energy,PE,
3249,Basic Materials,AG,FIRST  MAJESTIC       SILVER    CORP
3250,Industrials,ALLE,ALLEGION PLC
3251,Consumer Cyclical,PHM,PULTE GROUP INC
3252,Healthcare,GHSI,GUARDION HEALTH SCIENCES INC
3253,Healthcare,INFI,INFINITY PHARMACEUTICALS INC
3254,Consumer Cyclical,ELY,CALLAWAY     GOLF   CO
3255,Healthcare,CMD,CANTEL   MED   CORP
3256,Basic Materials,RGLD,ROYAL GOLD INC
3257,Energy,MUR,MURPHY   OIL     CORP
3258,Financial Services,UVSP,UNIVEST FINANCIAL CORPORATIO
3259,Industrials,TBI,TRUEBLUE INC
3260,Communication Services,RDIB,
3261,Healthcare,BPTH,BIO-PATH HLDGS INC
3262,Financial Services,WSBF,WATERSTONE FINL INC MD
3263,Basic Materials,USAP,UNIVERSAL STAINLESS & ALLOY
3264,Industrials,DOOR,MASONITE INTL CORP
3265,Technology,EXLS,EXLSERVICE HOLDINGS INC
3266,Utilities,AQN,ALGONQUIN PWR UTILS CORP
3267,Financial Services,NHLD,NATIONAL HOLDINGS CORP
3268,Industrials,SMED,SHARPS COMPLIANCE CORP
3269,Technology,ANSS,ANSYS INC
3270,Energy,EXTN,EXTERRAN CORP
3271,Industrials,TNET,TRINET GROUP INC
3272,Healthcare,ARAV,ARAVIVE INC
3273,Consumer Cyclical,LE,LANDS   END  INC   NEW
3274,Technology,GDDY,GODADDY INC
3275,Healthcare,ENOB,ENOCHIAN     BIOSCIENCES       INC
3276,Technology,ATEN,A10 NETWORKS INC
3277,Healthcare,MCRB,SERES THERAPEUTICS INC
3278,Consumer Cyclical,WRK,WESTROCK   CO
3279,Financial Services,NBHC,NATIONAL BK HLDGS CORP
3280,Technology,EVTC,EVERTEC INC
3281,Industrials,NVEE,NV5 GLOBAL INC
3282,Healthcare,AGIO,AGIOS PHARMACEUTICALS INC
3283,Healthcare,CBAY,CYMABAY THERAPEUTICS INC
3284,Financial Services,ESNT,ESSENT GROUP LTD
3285,Healthcare,NSTG,NANOSTRING       TECHNOLOGIES    INC
3286,Energy,STNG,SCORPIO   TANKERS     INC
3287,Healthcare,CPIX,CUMBERLAND PHARMACEUTICALS I
3288,Industrials,FSS,FEDERAL SIGNAL CORP
3289,Financial Services,FCNCA,FIRST  CTZNS   BANCSHARES          INC  N
3290,Industrials,UHAL,AMERCO
3291,Industrials,ALK,ALASKA   AIR   GROUP  INC
3292,Basic Materials,USLM,UNITED STS LIME & MINERALS I
3293,Utilities,AVA,AVISTA CORP
3294,Financial Services,BBDC,BARINGS     BDC  INC
3295,Energy,HAL,HALLIBURTON     CO
3296,Technology,TAIT,TAITRON COMPONENTS INC
3297,Financial Services,MCY,MERCURY GENL CORP NEW
3298,Healthcare,INO,INOVIO   PHARMACEUTICALS          INC
3299,Financial Services,TFSL,TFS FINL CORP
3300,Consumer Cyclical,AAP,ADVANCE AUTO PARTS INC
3301,Financial Services,ITIC,INVESTORS TITLE CO NC
3302,Financial Services,FDBC,FIDELITY D & D BANCORP INC
3303,Consumer Cyclical,LEN,LENNAR CORP
3304,Industrials,LDL,LYDALL INC DEL
3305,Financial Services,FRBA,FIRST BANK WILLIAMSTOWN NJ
3306,Healthcare,SVRA,SAVARA INC
3307,Technology,NVEC,NVE CORP
3308,Healthcare,WBA,WALGREENS BOOTS ALLIANCE INC
3309,Technology,TSRI,TSR INC
3310,Communication Services,USM,UNITED STATES CELLULAR CORP
3311,Consumer Cyclical,JACK,JACK IN THE BOX INC
3312,Communication Services,SSP,SCRIPPS   E  W    CO  OHIO
3313,Industrials,CLCT,COLLECTORS UNIVERSE INC
3314,Technology,BELFA,BEL FUSE INC
3315,Technology,DOX,AMDOCS LTD
3316,Utilities,SRE,SEMPRA ENERGY
3317,Industrials,AMRC,AMERESCO INC
3318,Technology,ITRI,ITRON INC
3319,Industrials,QRHC,QUEST RESOURCE HLDG CORP
3320,Industrials,TWI,TITAN INTL INC ILL
3321,Healthcare,APEN,APOLLO ENDOSURGERY INC
3322,Industrials,CLH,CLEAN HARBORS INC
3323,Technology,MANH,MANHATTAN ASSOCS INC
3324,Financial Services,NWBI,NORTHWEST BANCSHARES INC MD
3325,Utilities,EIX,EDISON   INTL
3326,Industrials,CRS,CARPENTER TECHNOLOGY CORP
3327,Basic Materials,NEU,NEWMARKET CORP
3328,Industrials,ULBI,ULTRALIFE CORP
3329,Energy,GBR,NEW CONCEPT ENERGY INC
3330,Healthcare,SAVA,CASSAVA SCIENCES INC
3331,Financial Services,STT,STATE  STR      CORP
3332,Industrials,GRC,GORMAN RUPP CO
3333,Consumer Cyclical,EXPR,EXPRESS INC
3334,Financial Services,DFS,DISCOVER   FINL     SVCS
3335,Consumer Cyclical,BGFV,BIG   5  SPORTING        GOODS     CORP
3336,Consumer Cyclical,LL,LUMBER LIQUIDATORS HLDGS INC
3337,Technology,VUZI,VUZIX CORP
3338,Healthcare,GNMK,GENMARK DIAGNOSTICS INC
3339,Consumer Cyclical,RUSHA,RUSH ENTERPRISES INC
3340,Financial Services,ESSA,ESSA BANCORP INC
3341,Technology,VPG,VISHAY PRECISION GROUP INC
3342,Basic Materials,MAG,MAG  SILVER    CORP
3343,Healthcare,CNC,CENTENE CORP DEL
3344,Technology,SWKS,SKYWORKS SOLUTIONS INC
3345,Technology,APH,AMPHENOL CORP NEW
3346,Communication Services,GSAT,GLOBALSTAR     INC
3347,Energy,REX,REX AMERICAN RESOURCES CORP
3348,Technology,ON,ON SEMICONDUCTOR CORP
3349,Technology,STMP,STAMPS COM INC
3350,Communication Services,ALSK,ALASKA COMMUNICATIONS SYS GR
3351,Consumer Cyclical,CVCO,CAVCO INDS INC DEL
3352,Technology,CSIQ,CANADIAN     SOLAR     INC
3353,Technology,RAMP,LIVERAMP     HLDGS   INC
3354,Financial Services,FCAP,FIRST CAPITAL INC
3355,Consumer Cyclical,LAD,LITHIA   MTRS    INC
3356,Healthcare,DVAX,DYNAVAX  TECHNOLOGIES           CORP
3357,Financial Services,JPM,JPMORGAN        CHASE      &  CO
3358,Financial Services,VRTS,VIRTUS   INVT     PARTNERS     INC
3359,Healthcare,BMRA,BIOMERICA INC
3360,Financial Services,PCB,PCB BANCORP
3361,Industrials,EAF,GRAFTECH     INTL     LTD
3362,Technology,GSKY,GREENSKY INC
3363,Financial Services,RPLA,REPLAY ACQUISITI
3364,Financial Services,RRBI,RED RIVER BANCSHARES INC
3365,Financial Services,PLMR,PALOMAR HLDGS INC
3366,Technology,GTYH,GTY  TECHNOLOGY          HOLDINGS        INC
3367,Healthcare,KZR,KEZAR LIFE SCIENCES INC
3368,Healthcare,AVRO,AVROBIO INC
3369,Healthcare,CVET,COVETRUS INC
3370,Technology,PLAN,ANAPLAN INC
3371,Consumer Cyclical,OSW,ONESPAWORLD HOLDINGS LIMITED
3372,Financial Services,RBB,RBB BANCORP
3373,Communication Services,GOGO,GOGO INC
3374,Healthcare,CCXI,CHEMOCENTRYX     INC
3375,Consumer Defensive,PME,
3376,Energy,MGY,MAGNOLIA   OIL  &    GAS   CORP
3377,Healthcare,EYEN,EYENOVIA INC
3378,Technology,SONO,SONOS INC
3379,Healthcare,AMRX,AMNEAL   PHARMACEUTICALS          INC
3380,Healthcare,MOTS,MOTUS GI HLDGS INC
3381,Basic Materials,NTR,NUTRIEN LTD
3382,Consumer Cyclical,VNE,VEONEER   INC
3383,Healthcare,EOLS,EVOLUS INC
3384,Technology,RDVT,RED VIOLET INC
3385,Communication Services,FOXA,FOX CORP
3386,Consumer Defensive,ARCE,ARCO   PLATFORM      LTD
3387,Healthcare,MRNA,MODERNA       INC
3388,Healthcare,GRTS,GRITSTONE ONCOLOGY INC
3389,Consumer Cyclical,RVLV,REVOLVE GROUP INC
3390,Real Estate,MLP,MAUI LD & PINEAPPLE INC
3391,Healthcare,AMGN,AMGEN INC
3392,Consumer Cyclical,BGI,
3393,Consumer Cyclical,BC,BRUNSWICK CORP
3394,Consumer Defensive,CHD,CHURCH & DWIGHT INC
3395,Technology,SSTI,SHOTSPOTTER INC
3396,Industrials,CAAP,CORPORACION             AMER    ARPTS     S  A
3397,Healthcare,DCPH,DECIPHERA       PHARMACEUTICALS    IN
3398,Consumer Cyclical,LAZY,LAZYDAYS HLDGS INC
3399,Communication Services,LILAK,LIBERTY LATIN AMERICA LTD
3400,Healthcare,ARVN,ARVINAS     INC
3401,Financial Services,BXS,BANCORPSOUTH          BK  TUPELO  MISS
3402,Consumer Cyclical,SIC,SELECT INTERIOR CONCEPTS INC
3403,Financial Services,SVVC,
3404,Technology,EPAM,EPAM   SYS   INC
3405,Technology,VCRA,VOCERA COMMUNICATIONS INC
3406,Consumer Defensive,DIT,AMCON DISTRG CO
3407,Financial Services,PEBK,PEOPLES BANCORP N C INC
3408,Technology,VSH,VISHAY INTERTECHNOLOGY INC
3409,Financial Services,FISI,FINANCIAL INSTNS INC
3410,Financial Services,MFC,MANULIFE FINL CORP
3411,Consumer Cyclical,CXDC,
3412,Technology,SCKT,SOCKET MOBILE INC
3413,Utilities,AES,AES CORP
3414,Industrials,WTS,WATTS WATER TECHNOLOGIES INC
3415,Industrials,CFX,COLFAX CORP
3416,Financial Services,MRLN,MARLIN BUSINESS SVCS CORP
3417,Healthcare,CRMD,CORMEDIX    INC
3418,Basic Materials,KRO,KRONOS WORLDWIDE INC
3419,Consumer Cyclical,EVRI,EVERI HLDGS INC
3420,Healthcare,CDXS,CODEXIS    INC
3421,Industrials,PSN,PARSONS CORPORATION
3422,Communication Services,NTN,NTN BUZZTIME INC
3423,Healthcare,EXAS,EXACT SCIENCES CORP
3424,Technology,UEIC,UNIVERSAL ELECTRS INC
3425,Financial Services,FNLC,FIRST BANCORP INC ME
3426,Basic Materials,GSS,GOLDEN STAR RES LTD CDA
3427,Healthcare,BIOL,BIOLASE   INC
3428,Basic Materials,CMC,COMMERCIAL METALS CO
3429,Healthcare,CERN,CERNER CORP
3430,Consumer Cyclical,GME,GAMESTOP CORP NEW
3431,Financial Services,UVE,UNIVERSAL INS HLDGS INC
3432,Consumer Cyclical,AN,AUTONATION INC
3433,Utilities,TAC,TRANSALTA CORP
3434,Healthcare,CYH,COMMUNITY HEALTH SYS INC NEW
3435,Financial Services,SAFT,SAFETY INS GROUP INC
3436,Healthcare,PRVL,PREVAIL THERAPEUTICS INC
3437,Financial Services,RVSB,RIVERVIEW BANCORP INC
3438,Communication Services,DJCO,DAILY JOURNAL CORP
3439,Healthcare,ACER,ACER THERAPEUTICS INC
3440,Financial Services,CPF,CENTRAL PAC FINL CORP
3441,Healthcare,ELMD,ELECTROMED INC
3442,Consumer Cyclical,DAN,DANA   INCORPORATED
